name,brand,lng,lat,fast_count,slow_count,address,district,status,operator
星星充电汽车充电站(-徐州园博园涵田温泉酒店),star_charge,117.475622,34.162336,5,1,伊庄镇园博园涵田温泉酒店地面停车场,铜山区,1,star_charge
星星充电汽车充电站(星星充电-秦梁洪佳苑小区快充站),star_charge,117.2366,34.32551,10,3,徐州市经济开发区东环街道秦梁洪佳苑12号楼西侧停车场,鼓楼区,1,star_charge
星星充电汽车充电站(华润电力徐州睿商龙湖产业园充电站),star_charge,117.183851,34.290476,5,1,中山北路255号睿商龙湖现代商务产业园睿商龙湖现代商务产业园地面停车场,鼓楼区,1,star_charge
星星充电汽车充电站(徐州市鼓楼区领克4S店),star_charge,117.233151,34.278253,2,4,东三环快速路与东三环快速路出口交叉口东南220米地面停车场,鼓楼区,1,star_charge
星星充电汽车充电站(江苏佳航建设工程有限公司充电站),star_charge,117.18961,34.17615,3,4,牛山路20号院,铜山区,1,star_charge
星星充电汽车充电站(大庄充电站),star_charge,117.229738,34.37962,3,2,茅村镇塘茅线,铜山区,1,star_charge
星星充电汽车充电站,star_charge,117.1953,34.226414,4,2,金山东路矿大科技园科技大厦地面停车场038,泉山区,1,star_charge
星星充电汽车充电站(二九社区充电站),star_charge,117.21857,34.288387,6,1,丰财街道二十九宿舍门前路二九社区卫生服务站,鼓楼区,1,star_charge
星星充电汽车充电站(彭城膜艺充电站),star_charge,117.21023,34.295685,6,0,复兴北路199号,鼓楼区,1,star_charge
星星充电公交商贸大厦汽车充电站,star_charge,117.15891,34.261003,4,3,淮海西路255号公交商贸大厦内部地下停车场,泉山区,1,star_charge
星星充电汽车充电站(D区监控室西侧充电站),star_charge,117.16304,34.148098,2,1,新区街道徐州高新区环保科技产业园中国安全谷,铜山区,1,star_charge
星星充电汽车充电站(内部专用星星充电-徐州报业传媒集团充电站),star_charge,117.281685,34.19754,5,4,大龙湖街道徐州报业传媒集团,云龙区,1,star_charge
星星充电汽车充电站(滨湖美迅商业广场汉庭复兴北路酒店站),star_charge,117.21054,34.292892,3,2,汉庭酒店徐州复兴北路店地面停车点,鼓楼区,1,star_charge
星星充电汽车充电站(万纬徐州陆港冷链园区充电站),star_charge,117.162583,34.279839,6,0,苏山街道二环北路西延线,鼓楼区,1,star_charge
星星充电汽车充电站(铜山区柳新大酒店充电站),star_charge,117.117543,34.364401,6,4,柳新镇柳新大酒店东墙外侧,铜山区,1,star_charge
星星充电汽车充电站(鑫都商业中心充电桩),star_charge,117.334248,34.5449,2,0,鑫都商业中心停车场,铜山区,1,star_charge
星星充电汽车充电站(铜山区福润苑小区),star_charge,117.18437,34.20538,4,2,铜山街道煤建校北巷3号福润苑小区南门停车场,铜山区,1,star_charge
星星充电汽车充电站(32C20-广汽丰田徐州浩邦铜山店),star_charge,117.178205,34.149777,6,3,北京南路335号,铜山区,1,star_charge
星星充电汽车充电站(楚韵超充站),star_charge,117.33804,34.243214,3,2,彭祖大道绿地高铁东城,贾汪区,1,star_charge
星星充电汽车充电站(铜山区景灵电驿新能源充电站),star_charge,117.61671,34.29966,3,1,大许镇311国道,铜山区,1,star_charge
星星充电汽车充电站(汉庭徐州云龙湖工农路地铁站酒店充电站),star_charge,117.150133,34.258497,3,0,淮海西路友谊大厦(工农南路),泉山区,1,star_charge
星星充电汽车充电站(苏通快电-金龙湖街道凤凰佳园充电站),star_charge,117.31085,34.256687,10,0,徐州经济技术开发区金龙湖街道凤凰佳园南区小区内,贾汪区,1,star_charge
星星充电汽车充电站(三江星星超充站),star_charge,117.34611,34.35783,6,1,潘安湖街道潘安湖苏北石化三江加油站,贾汪区,1,star_charge
星星充电汽车充电站(魏集供电所充电站),star_charge,117.386475,34.232258,5,0,张集镇307县道徐州市天亿金属熔剂厂,铜山区,1,star_charge
星星充电汽车充电站(徐州格林豪泰酒店红星美凯龙店),star_charge,117.210594,34.295358,4,2,格林豪泰酒店红星美凯龙店复兴北路199号地面停车场7,鼓楼区,1,star_charge
星星充电汽车充电站(星星充电-徐州润金城交流充电站),star_charge,117.252868,34.246234,3,0,大郭庄街道汉景大道润金城全季酒店,云龙区,1,star_charge
星星充电汽车充电站(星星充电-欣欣路二手车市场充电站),star_charge,117.232657,34.204518,6,2,大龙湖街道欣欣路科目四考点地面停车场3,云龙区,1,star_charge
星星充电汽车充电站(格林豪泰徐州高铁站前广场商务酒店),star_charge,117.284692,34.274292,3,2,振兴大道与福润路交叉口东南40米,贾汪区,1,star_charge
星星充电汽车充电站(星星充电-徐州淮海国际港务区超级充电站),star_charge,117.113139,34.323588,2,4,庞庄街道时代大道鱼先生的社区2期北门西侧100米地面停车场,泉山区,1,star_charge
星星充电汽车充电站(星星充电观山府充电站),star_charge,117.1434,34.15698,4,2,铜山街道隐山观湖观山府C1区,铜山区,1,star_charge
星星充电汽车充电站(徐州保利中心充电站),star_charge,117.257385,34.266132,2,2,经七路1-102号徐州盛世滨江(孔雀城商办)停车场,云龙区,1,star_charge
星星充电汽车充电站(张集镇文化广场充电站),star_charge,117.38192,34.136116,5,0,张集镇104国道,铜山区,1,star_charge
星星充电汽车充电站(徐州鑫亚国际酒店),star_charge,117.271454,34.309778,2,3,长安大道徐州鑫亚国际酒店(原鑫皇国际酒店),鼓楼区,1,star_charge
星星充电汽车充电站(徐州宇新汽车服务充电站),star_charge,117.196594,34.22092,2,3,泰山街道南都国际1号1楼1层南门面宇新汽车服务,泉山区,1,star_charge
星星充电汽车充电站(鼓楼花园小区便民充电站),star_charge,117.193038,34.29913,2,4,牌楼街道中山北路340-8号鼓楼花园,鼓楼区,1,star_charge
星星充电汽车充电站(美润园直流充电站),star_charge,117.105149,34.26298,8,2,纵五路与美润路交叉口南120米,泉山区,1,star_charge
星星充电汽车充电站(星星充电-徐州加州玫瑰园小区充电站),star_charge,117.136428,34.182394,5,1,铜山街道加州玫瑰园50幢,铜山区,1,star_charge
星星充电汽车充电站(星星充电-徐州枫林天下超级充电站),star_charge,117.136591,34.186261,2,2,铜山街道枫林天下东南门,铜山区,1,star_charge
星星充电汽车充电站(星星充电-李庄新村交流慢充充电站),star_charge,117.113785,34.363235,6,1,柳新镇李庄新村,铜山区,1,star_charge
星星充电汽车充电站(星星充电绿城诚园充电站人防车位093-102),star_charge,117.171783,34.279885,5,4,铜沛街道二环北路174号绿城诚园,鼓楼区,1,star_charge
星星充电汽车充电站(华润电力徐州高新区生物医药产业园充电站),star_charge,117.183213,34.156143,6,1,新区街道滕寨北路徐州高新区生物医药产业园,铜山区,1,star_charge
星星充电汽车充电站(汉庭徐州工程学院酒店),star_charge,117.29795,34.18921,3,4,清风路20号星尚广场3号楼,云龙区,1,star_charge
星星充电汽车充电站(星星充电-大许镇太山二八河超市充电站),star_charge,117.63428,34.299187,2,1,大许镇311国道,铜山区,1,star_charge
星星充电汽车充电站(星星充电-徐州市退役军人服务中心充电站原规划局),star_charge,117.278436,34.201581,3,0,大龙湖街道徐州市退役军人服务中心,云龙区,1,star_charge
星星充电汽车充电站(马坡镇便民服务中心充电站),star_charge,117.07871,34.512547,3,1,兴马路157号,铜山区,1,star_charge
星星充电汽车充电站(星星充电悦山府高层站),star_charge,117.1697,34.181164,2,1,悦山府A1高层人防区域,铜山区,1,star_charge
星星充电汽车充电站(张集矿充电站),star_charge,117.026831,34.360382,4,4,刘集镇405镇道,铜山区,1,star_charge
星星充电汽车充电站(美润园小区充电站),star_charge,117.105049,34.26192,3,1,火花街道火花路美润园,泉山区,1,star_charge
星星充电汽车充电站(星星充电-科丰新能源柳洼充电站),star_charge,117.03182,34.35874,6,2,刘集镇茅黄线鸿达彩钢夹芯板厂,铜山区,1,star_charge
星星充电汽车充电站(铜山区张集镇博恒高级充电站),star_charge,117.38503,34.134937,2,2,张集镇方特石油加油站,铜山区,1,star_charge
星星充电汽车充电站(桔子水晶酒店徐州矿大科技园充电站),star_charge,117.196551,34.22258,4,2,徐州三胞广场矿业大学文昌校区桔子水晶酒店地面停车点,泉山区,1,star_charge
星星充电汽车充电站(徐州长兴机动车检测中心充电站支持半挂大货车充电),star_charge,117.239381,34.31212,5,3,三环东路30-1号长兴机动车检测中心入口南侧停车位,鼓楼区,1,star_charge
星星充电汽车充电站(徐州鸿蒙智行用户服务中心欣欣路超充站),star_charge,117.226753,34.20382,6,1,翟山街道欣欣路鸿蒙智行用户中心,泉山区,1,star_charge
星星充电汽车充电站(徐州赛普高端路桥机械制造有限公司)(暂停营业),star_charge,117.192769,34.171215,3,2,华夏路与广储路交叉口北160米,铜山区,1,star_charge
蔚来换电站,nio_swap,117.141125,34.205206,4,2,大学路219号,铜山区,1,nio_swap
蔚来换电站(鼓楼区居然之家),nio_swap,117.218341,34.30759,4,1,煤港路202号,鼓楼区,1,nio_swap
蔚来换电站(徐州贾汪区星光路停车场),nio_swap,117.440776,34.429729,3,2,星光路72号,贾汪区,1,nio_swap
汽车换电站(淮安方向古黄河服务区蔚来换电站),nio_swap,117.418414,34.125191,3,3,G2513淮徐高速,铜山区,1,nio_swap
蔚来换电站G30连霍高速邵楼服务区霍尔果斯方向,nio_swap,117.51458,34.219032,4,1,邵楼服务区北区,铜山区,1,nio_swap
汽车换电站(蔚来G30连霍高速邵楼服务区连云港方向),nio_swap,117.515721,34.215879,6,2,G30连霍高速,铜山区,1,nio_swap
蔚来换电站G3京台高速刘集服务区台北方向,nio_swap,117.046223,34.328633,2,3,刘丁线与407镇道交叉口北400米,铜山区,1,nio_swap
蔚来换电站G3京台高速刘集服务区北京方向,nio_swap,117.04974,34.327168,4,4,G3京台高速404乡道,铜山区,1,nio_swap
徐州方向G2513淮徐高速古黄河服务区蔚来换电站,nio_swap,117.419424,34.128011,2,3,G2513淮徐高速,铜山区,1,nio_swap
